run,cut
1026,534.4113261446116
1027,529.6232910653748
1028,539.4026630329993
1029,535.7073225734644
1030,528.9324507616691
1031,535.7073225734644
1032,534.3052244181317
1033,536.5933276689431
1034,501.8781162305752
1035,539.4026630329993
1036,534.4113261446116
1037,530.8806793099359
1038,524.9650500954965
1039,528.9324507616691
1040,539.4026630329993
1041,535.8610604705751
1042,527.1595224266515
1043,530.7636218557076
1044,536.8440341564768
1045,536.4410549713688
1046,528.9324507616691
1047,530.8806793099359
1048,531.2400217250557
1049,539.9826575337929
1050,537.1415012704821
1051,534.3052244181317
1052,533.6201979529396
1053,528.9324507616691
1054,530.0785953905155
1055,525.3908481992448
1056,520.8620556603432
1057,536.8440341564768
1058,534.7816242874799
1059,536.5933276689431
1060,527.1595224266515
1061,539.9826575337929
1062,530.0785953905155
1063,536.8440341564768
1064,539.4026630329993
1065,426.6810546546147
1066,523.5731520293358
1067,530.8806793099359
1068,534.7816242874799
1069,534.4113261446116
1070,534.7816242874799
1071,536.8440341564768
1072,534.7816242874799
1073,501.88150684762627
1074,539.9826575337929
1075,525.3908481992448
1076,539.9826575337929
1077,521.8729152937922
1078,530.0785953905155
1079,513.0128397198761
1080,529.6232910653748
1081,533.0517251065189
1082,525.3908481992448
1083,530.7011249890757
1084,529.6232910653748
1085,533.6201979529396
1086,526.0816885029507
1087,530.8697235821874
1088,534.3052244181317
1089,539.4026630329993
1090,523.5731520293358
1091,535.7073225734644
1092,527.1595224266515
1093,529.6232910653748
1094,528.9324507616691
1095,527.1595224266515
1096,530.0785953905155
1097,536.8440341564768
1098,531.8451625278543
1099,536.8440341564768
1100,527.1595224266515
1101,529.6232910653748
1102,535.3867650902783
1103,533.6201979529396
1104,527.1595224266515
1105,539.4026630329993
1106,535.8610604705751
1107,533.6201979529396
1108,533.0517251065189
1109,534.7816242874799
1110,534.7816242874799
1111,520.8620556603432
1112,531.2400217250557
1113,429.65418437061817
1114,433.04351423546814
1115,528.9324507616691
1116,525.3908481992448
1117,535.7073225734644
1118,533.6201979529396
1119,536.5933276689431
1120,535.7073225734644
1121,526.0816885029507
1122,521.4234475330724
1123,535.7073225734644
1124,533.3024315940528
1125,529.086488612992
1126,536.8440341564768
1127,539.4026630329993
1128,533.0517251065189
1129,533.3024315940528
1130,533.6201979529396
1131,534.3052244181317
1132,534.4113261446116
1133,529.086488612992
1134,530.0785953905155
1135,539.4026630329993
1136,539.4026630329993
1137,537.1415012704821
1138,533.6201979529396
1139,535.3867650902783
1140,535.3867650902783
1141,539.9826575337929
1142,533.6201979529396
1143,532.1657200110402
1144,539.4026630329993
1145,530.2658229614773
1146,508.10820425769367
1147,539.4026630329993
1148,532.6280911754161
1149,536.5933276689431
1150,536.8440341564768
1151,539.4026630329993
1152,533.6201979529396
1153,535.3867650902783
1154,539.4026630329993
1155,516.3935727598216
1156,533.6201979529396
1157,517.3204530979191
1158,533.6201979529396
1159,536.8440341564768
1160,521.4234475330724
1161,432.46351973467443
1162,535.8610604705751
1163,535.3867650902783
1164,535.7073225734644
1165,536.0297688117804
1166,533.6201979529396
1167,528.9324507616691
1168,525.3908481992448
1169,531.2400217250557
1170,421.9933074633441
1171,521.8729152937922
1172,528.9324507616691
1173,433.04351423546814
1174,428.44762179195357
1175,536.8440341564768
1176,529.6232910653748
1177,534.4113261446116
1178,530.0785953905155
1179,534.4113261446116
1180,533.6201979529396
1181,534.7816242874799
1182,536.5933276689431
1183,539.9826575337929
1184,529.086488612992
1185,530.0785953905155
1186,528.9324507616691
1187,427.842480989155
1188,533.6201979529396
1189,534.7816242874799
1190,530.8697235821874
1191,536.5933276689431
1192,539.9826575337929
1193,539.4026630329993
1194,526.0816885029507
1195,533.6201979529396
1196,539.9826575337929
1197,533.3024315940528
1198,527.1595224266515
1199,533.3024315940528
1200,530.7011249890757
1201,535.8610604705751
1202,530.7011249890757
1203,528.9324507616691
1204,528.9324507616691
1205,530.8697235821874
1206,539.9826575337929
1207,523.5731520293358
1208,525.633176077444
1209,536.8440341564768
1210,534.3052244181317
1211,531.8451625278543
1212,520.8620556603432
1213,534.4113261446116
1214,529.6232910653748
1215,536.8440341564768
1216,533.6201979529396
1217,539.9826575337929
1218,529.6232910653748
1219,536.5933276689431
1220,530.7011249890757
1221,530.7011249890757
1222,534.3052244181317
1223,539.4026630329993
1224,527.3972594913782
1225,531.2400217250557
1226,533.6201979529396
1227,534.7816242874799
1228,525.4145178562163
1229,530.8697235821874
1230,539.4026630329993
1231,525.085178771481
1232,536.8440341564768
1233,528.9324507616691
1234,539.9826575337929
1235,429.904890858152
1236,534.3052244181317
1237,536.8440341564768
1238,534.3052244181317
1239,536.0297688117804
1240,529.6232910653748
1241,421.9933074633441
1242,533.3024315940528
1243,516.3935727598216
1244,527.1595224266515
1245,528.9324507616691
1246,532.6280911754161
1247,531.2400217250557
1248,528.9324507616691
1249,533.3024315940528
1250,427.47218284628667
1251,535.3867650902783
1252,430.2023579721573
1253,534.3052244181317
1254,533.3024315940528
1255,532.1657200110402
1256,539.4026630329993
1257,534.4113261446116
1258,511.6498068201178
1259,536.8440341564768
1260,517.3204530979191
1261,536.5933276689431
1262,534.3052244181317
1263,533.6201979529396
1264,534.7816242874799
1265,530.7011249890757
1266,521.8729152937922
1267,536.5933276689431
1268,535.7073225734644
1269,528.9324507616691
1270,534.7816242874799
1271,530.0785953905155
1272,528.9324507616691
1273,533.6201979529396
1274,428.44762179195357
1275,539.9826575337929
1276,536.8440341564768
1277,539.9826575337929
1278,530.7011249890757
1279,539.9826575337929
1280,521.8729152937922
1281,539.4026630329993
1282,525.3908481992448
1283,422.23563534154323
1284,534.3052244181317
1285,427.36608111980684
1286,526.0816885029507
1287,528.9324507616691
1288,422.68414776704986
1289,536.4410549713688
1290,530.8697235821874
1291,539.4026630329993
1292,536.8440341564768
1293,539.9826575337929
1294,537.0729884076108
1295,534.4113261446116
1296,533.6201979529396
1297,535.8610604705751
1298,517.3204530979191
1299,533.6201979529396
1300,531.8451625278543
1301,527.3972594913782
1302,535.8610604705751
1303,523.8556569289541
1304,527.1595224266515
1305,429.904890858152
1306,534.4113261446116
1307,534.3052244181317
1308,536.0297688117804
1309,528.9324507616691
1310,536.5933276689431
1311,536.8440341564768
1312,427.47218284628667
1313,539.4026630329993
1314,534.4113261446116
1315,527.1595224266515
1316,536.8440341564768
1317,536.8440341564768
1318,529.6232910653748
1319,534.3052244181317
1320,433.04351423546814
1321,536.8440341564768
1322,523.299196714089
1323,428.7681792751395
1324,536.8440341564768
1325,426.6810546546147
1326,532.6280911754161
1327,429.65418437061817
1328,539.4026630329993
1329,530.0785953905155
1330,530.8697235821874
1331,528.9324507616691
1332,429.904890858152
1333,533.6201979529396
1334,501.8781162305752
1335,536.8440341564768
1336,528.9324507616691
1337,528.9324507616691
1338,527.1595224266515
1339,536.8440341564768
1340,530.7011249890757
1341,534.4113261446116
1342,433.04351423546814
1343,535.3867650902783
1344,535.7073225734644
1345,523.8556569289541
1346,533.8074255239014
1347,530.8697235821874
1348,534.7816242874799
1349,534.3052244181317
1350,536.8440341564768
1351,523.5731520293358
1352,528.9324507616691
1353,535.8610604705751
1354,530.8697235821874
1355,530.7011249890757
1356,536.5933276689431
1357,536.5933276689431
1358,534.7816242874799
1359,533.6201979529396
1360,533.6201979529396
1361,535.3867650902783
1362,521.4234475330724
1363,427.36608111980684
1364,528.9324507616691
1365,539.9826575337929
1366,525.085178771481
